human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,mouse_accession
ENSG00000162384,Q9NWV4,CZIB,ENSMUSG00000028608,Czib,Q8BHG2
ENSG00000162385,P61326,MAGOH,ENSMUSG00000028609,Magoh,P61327
ENSG00000162408,Q5SY16,NOL9,ENSMUSG00000028948,Nol9,Q3TZX8
ENSG00000162419,Q9Y692,GMEB1,ENSMUSG00000028901,Gmeb1,Q9JL60
ENSG00000162441,Q8WZA0,LZIC,ENSMUSG00000028990,Lzic,Q8K3C3
ENSG00000162444,Q96R05,RBP7,ENSMUSG00000028996,Rbp7,Q9EPC5
ENSG00000162490,Q8NBI3,DRAXIN,ENSMUSG00000029005,Draxin,Q6PAL1
ENSG00000162493,Q86YL7,PDPN,ENSMUSG00000028583,Pdpn,Q62011
ENSG00000162494,Q5VT99,LRRC38,ENSMUSG00000028584,Lrrc38,A2VDH3
ENSG00000162511,Q13571,LAPTM5,ENSMUSG00000028581,Laptm5,Q61168
ENSG00000162517,Q9UBV8,PEF1,ENSMUSG00000028779,Pef1,Q8BFY6
ENSG00000162551,P05186,ALPL,ENSMUSG00000028766,Alpl,P09242
ENSG00000162576,Q9BRK3,MXRA8,ENSMUSG00000029070,Mxra8,Q9DBV4
ENSG00000162599,Q12857,NFIA,ENSMUSG00000028565,Nfia,Q02780
ENSG00000162604,Q9BX74,TM2D1,ENSMUSG00000028563,Tm2d1,Q99MB3
ENSG00000162607,O94782,USP1,ENSMUSG00000028560,Usp1,Q8BJQ2
ENSG00000163875,Q9HAF1,MEAF6,ENSMUSG00000028863,Meaf6,Q2VPQ9
ENSG00000164002,Q9H790,EXO5,ENSMUSG00000028629,Exo5,Q9CXP9
ENSG00000164010,Q96PL5,ERMAP,ENSMUSG00000028644,Ermap,Q9JLN5
ENSG00000164815,O43913,ORC5,ENSMUSG00000029012,Orc5,Q9WUV0
ENSG00000164867,P29474,NOS3,ENSMUSG00000028978,Nos3,P70313
ENSG00000164885,Q00535,CDK5,ENSMUSG00000028969,Cdk5,P49615
ENSG00000164889,P04920,SLC4A2,ENSMUSG00000028962,Slc4a2,"['A0A0R4J101', 'A0A0R4J1K4', 'A0A0R4J1K9', 'A0A1C7ZN01', 'D3Z5G3', 'D3YUF1']"
ENSG00000164896,Q14296,FASTK,ENSMUSG00000028959,Fastk,"['D6RCW0', 'D3Z4M5', 'E9QA06', 'Q8C725']"
ENSG00000164897,Q9BVT8,TMUB1,ENSMUSG00000028958,Tmub1,Q9JMG3
ENSG00000168389,Q8NA29,MFSD2A,ENSMUSG00000028655,Mfsd2a,Q9DA75
ENSG00000168653,O43920,NDUFS5,ENSMUSG00000028648,Ndufs5,Q99LY9
ENSG00000169218,Q2MKA7,RSPO1,ENSMUSG00000028871,Rspo1,B1ASC1
ENSG00000169598,O76075,DFFB,ENSMUSG00000029027,Dffb,O54788
ENSG00000169962,Q7RTX0,TAS1R3,ENSMUSG00000029072,Tas1r3,Q925D8
ENSG00000171357,Q96LR2,LURAP1,ENSMUSG00000028701,Lurap1,Q9D6I9
ENSG00000171612,Q9BSK2,SLC25A33,ENSMUSG00000028982,Slc25a33,Q3TZX3
ENSG00000171793,P17812,CTPS1,ENSMUSG00000028633,Ctps,P70698
ENSG00000171819,O43827,ANGPTL7,ENSMUSG00000028989,Angptl7,Q8R1Q3
ENSG00000172456,Q96C11,FGGY,ENSMUSG00000028573,Fggy,A2AJL3
ENSG00000173614,Q9HAN9,NMNAT1,ENSMUSG00000028992,Nmnat1,Q9EPA7
ENSG00000173662,Q7RTX1,TAS1R1,ENSMUSG00000028950,Tas1r1,Q3U5H1
ENSG00000173846,Q9H4B4,PLK3,ENSMUSG00000028680,Plk3,"['Q6P571', 'F6V5S5']"
ENSG00000174348,Q7Z5L7,PODN,ENSMUSG00000028600,Podn,Q7TQ62
ENSG00000139668,Q96P53,WDFY2,ENSMUSG00000014547,Wdfy2,Q8BUB4
ENSG00000140299,Q12982,BNIP2,ENSMUSG00000011958,Bnip2,O54940
ENSG00000140939,O60936,NOL3,ENSMUSG00000014776,Nol3,Q9D1X0
ENSG00000141012,P34059,GALNS,ENSMUSG00000015027,Galns,Q571E4
ENSG00000141098,Q3B7J2,GFOD2,ENSMUSG00000013150,Gfod2,Q9CYH5
ENSG00000141527,Q9BXL6,CARD14,ENSMUSG00000013483,Card14,Q99KF0
ENSG00000141956,P57071,PRDM15,ENSMUSG00000014039,Prdm15,E9Q8T2
ENSG00000142459,Q96CN4,EVI5L,ENSMUSG00000011832,Evi5l,"['H3BLD3', 'A0A6I8MWZ4', 'H3BL92', 'H3BJ67', 'H3BJ57', 'H3BKQ3', 'H3BJX1']"
ENSG00000142549,A6NGN9,IGLON5,ENSMUSG00000013367,Iglon5,Q8HW98
ENSG00000143093,Q5VSL9,STRIP1,ENSMUSG00000014601,Strip1,Q8C079
ENSG00000143171,P48443,RXRG,ENSMUSG00000015843,Rxrg,P28705
ENSG00000143340,Q96GL9,FAM163A,ENSMUSG00000015484,Fam163a,Q8CAA5
ENSG00000143363,Q86TP1,PRUNE1,ENSMUSG00000015711,Prune1,Q8BIW1
ENSG00000143379,Q15047,SETDB1,ENSMUSG00000015697,Setdb1,"['G5E8N3', 'D3YYC3']"
ENSG00000143382,Q6UY14,ADAMTSL4,ENSMUSG00000015850,Adamtsl4,Q80T21
ENSG00000143401,Q9BTT0,ANP32E,ENSMUSG00000015749,Anp32e,P97822
ENSG00000143412,O76027,ANXA9,ENSMUSG00000015702,Anxa9,Q9JHQ0
ENSG00000143418,Q96G23,CERS2,ENSMUSG00000015714,Cers2,Q924Z4
ENSG00000143437,P27540,ARNT,ENSMUSG00000015522,Arnt,P53762
ENSG00000144043,Q6UWH6,TEX261,ENSMUSG00000014748,Tex261,Q62302
ENSG00000145414,Q96HR8,NAF1,ENSMUSG00000014907,Naf1,"['E9QJT2', 'A0A1D5RLB0']"
ENSG00000146021,Q9UH77,KLHL3,ENSMUSG00000014164,Klhl3,E0CZ16
ENSG00000146216,Q5TCY1,TTBK1,ENSMUSG00000015599,Ttbk1,Q6PCN3
ENSG00000147003,Q9HBJ8,CLTRN,ENSMUSG00000015401,Cltrn,Q9ESG4
ENSG00000147437,P01148,GNRH1,ENSMUSG00000015812,Gnrh1,P13562
ENSG00000147533,Q7Z5G4,GOLGA7,ENSMUSG00000015341,Golga7,Q91W53
ENSG00000148248,O15260,SURF4,ENSMUSG00000014867,Surf4,Q64310
ENSG00000148290,Q15526,SURF1,ENSMUSG00000015790,Surf1,P09925
ENSG00000148291,Q15527,SURF2,ENSMUSG00000014873,Surf2,P09926
ENSG00000148297,Q15528,MED22,ENSMUSG00000015776,Med22,Q62276
ENSG00000149089,Q96GX9,APIP,ENSMUSG00000010911,Apip,Q9WVQ5
ENSG00000151491,Q12929,EPS8,ENSMUSG00000015766,Eps8,Q08509
ENSG00000151552,P09417,QDPR,ENSMUSG00000015806,Qdpr,Q8BVI4
ENSG00000152672,Q8N1N0,CLEC4F,ENSMUSG00000014542,Clec4f,A0A0R4IZZ5
ENSG00000153002,P15086,CPB1,ENSMUSG00000011463,Cpb1,B2RS76
ENSG00000153037,P09132,SRP19,ENSMUSG00000014504,Srp19,"['G5E8T3', 'Q9D104', 'D6RHP8']"
ENSG00000153107,Q9H1A4,ANAPC1,ENSMUSG00000014355,Anapc1,P53995
ENSG00000153208,Q12866,MERTK,ENSMUSG00000014361,Mertk,Q60805
ENSG00000153214,Q96K49,TMEM87B,ENSMUSG00000014353,Tmem87b,Q8BKU8
ENSG00000153721,Q6P9H4,CNKSR3,ENSMUSG00000015202,Cnksr3,Q8BMA3
ENSG00000153898,Q8IZK6,MCOLN2,ENSMUSG00000011008,Mcoln2,Q8K595
ENSG00000154144,Q3YBR2,TBRG1,ENSMUSG00000011114,Tbrg1,Q3UB74
ENSG00000154237,Q38SD2,LRRK1,ENSMUSG00000015133,Lrrk1,Q3UHC2
ENSG00000157214,Q8NFT2,STEAP2,ENSMUSG00000015653,Steap2,Q8BWB6
ENSG00000158062,Q5T124,UBXN11,ENSMUSG00000012126,Ubxn11,Q9D572
ENSG00000158717,Q96A37,RNF166,ENSMUSG00000014470,Rnf166,Q3U9F6
ENSG00000158793,Q86X76,NIT1,ENSMUSG00000013997,Nit1,Q8VDK1
ENSG00000158796,O75618,DEDD,ENSMUSG00000013973,Dedd,Q9Z1L3
ENSG00000158864,O75306,NDUFS2,ENSMUSG00000013593,Ndufs2,Q91WD5
ENSG00000159069,Q969U6,FBXW5,ENSMUSG00000015095,Fbxw5,Q9QXW2
ENSG00000159167,P52823,STC1,ENSMUSG00000014813,Stc1,O55183
ENSG00000159202,Q9H832,UBE2Z,ENSMUSG00000014349,Ube2z,Q3UE37
ENSG00000159713,Q9BW30,TPPP3,ENSMUSG00000014846,Tppp3,Q9CRB6
ENSG00000159720,P61421,ATP6V0D1,ENSMUSG00000013160,Atp6v0d1,P51863
ENSG00000160323,Q76LX8,ADAMTS13,ENSMUSG00000014852,Adamts13,Q769J6
ENSG00000160325,Q9UGQ2,CACFD1,ENSMUSG00000015488,Cacfd1,Q8BG21
ENSG00000160446,Q96GR4,ZDHHC12,ENSMUSG00000015335,Zdhhc12,Q8VC90
ENSG00000160460,Q9H254,SPTBN4,ENSMUSG00000011751,Sptbn4,"['D3YWH8', 'E9PZC2', 'E9PX29', 'Q91ZE6']"
ENSG00000161011,Q13501,SQSTM1,ENSMUSG00000015837,Sqstm1,Q64337
ENSG00000161542,Q14558,PRPSAP1,ENSMUSG00000015869,Prpsap1,"['A0A8V5KYQ3', 'B1AT83', 'B1AT84', 'B1AT82']"
ENSG00000162734,Q15121,PEA15,ENSMUSG00000013698,Pea15a,Q62048
ENSG00000162739,Q96DU3,SLAMF6,ENSMUSG00000015314,Slamf6,Q9ET39
ENSG00000163154,Q6P589,TNFAIP8L2,ENSMUSG00000013707,Tnfaip8l2,Q9D8Y7
ENSG00000163710,Q9UKZ9,PCOLCE2,ENSMUSG00000015354,Pcolce2,Q8R4W6
ENSG00000163961,Q8IYW5,RNF168,ENSMUSG00000014074,Rnf168,Q80XJ2
ENSG00000164171,P17301,ITGA2,ENSMUSG00000015533,Itga2,Q62469
ENSG00000164172,O96033,MOCS2,ENSMUSG00000015536,Mocs2,"['A0A0R4J206', 'F6ZGI7', 'V9GX15', 'E9PUX1', 'E9PVP5']"
ENSG00000164172,O96007,MOCS2,ENSMUSG00000015536,Mocs2,"['A0A0R4J206', 'F6ZGI7', 'V9GX15', 'E9PUX1', 'E9PVP5']"
ENSG00000164919,P09669,COX6C,ENSMUSG00000014313,Cox6c,Q9CPQ1
ENSG00000165029,O95477,ABCA1,ENSMUSG00000015243,Abca1,P41233
ENSG00000165168,P04839,CYBB,ENSMUSG00000015340,Cybb,Q61093
ENSG00000166025,Q8IY63,AMOTL1,ENSMUSG00000013076,Amotl1,Q9D4H4
ENSG00000166197,Q14978,NOLC1,ENSMUSG00000015176,Nolc1,E9Q5C9
ENSG00000166855,O76031,CLPX,ENSMUSG00000015357,Clpx,Q9JHS4
ENSG00000167136,Q14249,ENDOG,ENSMUSG00000015337,Endog,O08600
ENSG00000167515,Q9UL33,TRAPPC2L,ENSMUSG00000015013,Trappc2l,Q9JME7
ENSG00000168259,Q99615,DNAJC7,ENSMUSG00000014195,Dnajc7,Q9QYI3
ENSG00000168404,Q8NB16,MLKL,ENSMUSG00000012519,Mlkl,Q9D2Y4
ENSG00000168701,Q9BTX3,TMEM208,ENSMUSG00000014856,Tmem208,Q9CR96
ENSG00000168872,Q9NUU7,DDX19A,ENSMUSG00000015023,Ddx19a,Q61655
ENSG00000169583,O95833,CLIC3,ENSMUSG00000015093,Clic3,Q9D7P7
ENSG00000170638,Q9H4I3,TRABD,ENSMUSG00000015363,Trabd,Q99JY4
ENSG00000170684,Q8WUU4,ZNF296,ENSMUSG00000011267,Zfp296,E9Q6W4
ENSG00000171314,P18669,PGAM1,ENSMUSG00000011752,Pgam1,Q9DBJ1
ENSG00000226784,Q8N0Y7,PGAM4,ENSMUSG00000011752,Pgam1,Q9DBJ1
ENSG00000171467,Q5VUA4,ZNF318,ENSMUSG00000015597,Zfp318,Q99PP2
ENSG00000171735,Q9Y6Y1,CAMTA1,ENSMUSG00000014592,Camta1,A2A891
ENSG00000171928,Q9NYZ1,TVP23B,ENSMUSG00000014177,Tvp23b,Q9D8T4
ENSG00000175106,Q96ET8,TVP23C,ENSMUSG00000014177,Tvp23b,Q9D8T4
ENSG00000172379,Q9HBZ2,ARNT2,ENSMUSG00000015709,Arnt2,Q61324
ENSG00000174428,Q6EKJ0,GTF2IRD2B,ENSMUSG00000015942,Gtf2ird2,Q99NI3
ENSG00000196275,Q86UP8,GTF2IRD2,ENSMUSG00000015942,Gtf2ird2,Q99NI3
ENSG00000174695,Q8TBQ9,TMEM167A,ENSMUSG00000012422,Tmem167,Q9CR64
ENSG00000175137,Q7L8J4,SH3BP5L,ENSMUSG00000013646,Sh3bp5l,Q99LH9
ENSG00000175221,Q9Y2X0,MED16,ENSMUSG00000013833,Med16,Q6PGF3
ENSG00000175445,P06858,LPL,ENSMUSG00000015568,Lpl,P11152
ENSG00000176092,Q8N1P7,CRYBG2,ENSMUSG00000012123,Crybg2,"['A0A1W2P8A2', 'I7HIQ4', 'I7HM00', 'A0A2I3BQG2', 'B7ZCC2']"
ENSG00000176105,P07947,YES1,ENSMUSG00000014932,Yes1,Q04736
ENSG00000176715,Q4G176,ACSF3,ENSMUSG00000015016,Acsf3,Q3URE1
ENSG00000176919,P07360,C8G,ENSMUSG00000015083,C8g,Q8VCG4
ENSG00000178096,Q9Y3E2,BOLA1,ENSMUSG00000015943,Bola1,Q9D8S9
ENSG00000178177,Q8N3X6,LCORL,ENSMUSG00000015882,Lcorl,Q3U285
ENSG00000179348,P23769,GATA2,ENSMUSG00000015053,Gata2,O09100
ENSG00000181649,Q53GA4,PHLDA2,ENSMUSG00000010760,Phlda2,O08969
ENSG00000182087,Q4ZIN3,TMEM259,ENSMUSG00000013858,Tmem259,Q8CIV2
ENSG00000038002,P20933,AGA,ENSMUSG00000031521,Aga,Q64191
ENSG00000044446,P46019,PHKA2,ENSMUSG00000031295,Phka2,Q8BWJ3
ENSG00000046653,Q13491,GPM6B,ENSMUSG00000031342,Gpm6b,P35803
ENSG00000047230,Q9NRF8,CTPS2,ENSMUSG00000031360,Ctps2,P70303
ENSG00000047648,O43182,ARHGAP6,ENSMUSG00000031355,Arhgap6,O54834
ENSG00000052802,Q15800,MSMO1,ENSMUSG00000031604,Msmo1,Q9CRA4
ENSG00000057593,P08709,F7,ENSMUSG00000031443,F7,P70375
ENSG00000067842,Q16720,ATP2B3,ENSMUSG00000031376,Atp2b3,"['A2ALL9', 'Q8C048', 'Q0VF55']"
ENSG00000068308,Q96G74,OTUD5,ENSMUSG00000031154,Otud5,Q3U2S4
ENSG00000068366,O60488,ACSL4,ENSMUSG00000031278,Acsl4,Q9QUJ7
ENSG00000068394,Q92917,GPKOW,ENSMUSG00000031148,Gpkow,Q56A08
ENSG00000068400,Q4V328,GRIPAP1,ENSMUSG00000031153,Gripap1,Q8VD04
ENSG00000068438,Q9UET6,FTSJ1,ENSMUSG00000031171,Ftsj1,Q8CBC7
ENSG00000068650,P98196,ATP11A,ENSMUSG00000031441,Atp11a,P98197
ENSG00000070501,P06746,POLB,ENSMUSG00000031536,Polb,Q8K409
ENSG00000070718,P53677,AP3M2,ENSMUSG00000031539,Ap3m2,Q8R2R9
ENSG00000071889,P98173,FAM3A,ENSMUSG00000031399,Fam3a,Q9D8T0
ENSG00000076716,O75487,GPC4,ENSMUSG00000031119,Gpc4,P51655
ENSG00000077264,O75914,PAK3,ENSMUSG00000031284,Pak3,Q61036
ENSG00000077279,O43602,DCX,ENSMUSG00000031285,Dcx,O88809
ENSG00000077782,P11362,FGFR1,ENSMUSG00000031565,Fgfr1,P16092
ENSG00000078596,O43736,ITM2A,ENSMUSG00000031239,Itm2a,Q61500
ENSG00000078674,Q15154,PCM1,ENSMUSG00000031592,Pcm1,Q9R0L6
ENSG00000079482,O60890,OPHN1,ENSMUSG00000031214,Ophn1,Q99J31
ENSG00000083168,Q92794,KAT6A,ENSMUSG00000031540,Kat6a,"['A0A5F8MPX1', 'G3X940']"
ENSG00000085224,P46100,ATRX,ENSMUSG00000031229,Atrx,Q61687
ENSG00000085733,Q14247,CTTN,ENSMUSG00000031078,Cttn,Q60598
ENSG00000087842,O00625,PIR,ENSMUSG00000031379,Pir,Q9D711
ENSG00000088448,Q9NXR5,ANKRD10,ENSMUSG00000031508,Ankrd10,Q99LW0
ENSG00000089289,P78318,IGBP1,ENSMUSG00000031221,Igbp1,Q61249
ENSG00000266826,,IGBP1C,ENSMUSG00000031221,Igbp1,Q61249
ENSG00000089472,Q9BQS7,HEPH,ENSMUSG00000031209,Heph,Q9Z0Z4
ENSG00000089682,Q96IZ5,RBM41,ENSMUSG00000031433,Rbm41,Q8JZV4
ENSG00000089820,P98171,ARHGAP4,ENSMUSG00000031389,Arhgap4,"['D6RFT8', 'B1AUY1', 'F6SL55', 'E9Q4R3', 'F6YWG4', 'E9PYS6', 'Q3TE27', 'B1AUY3', 'B1AUX5', 'B1AUY2', 'Q80Z68']"
ENSG00000089876,Q7L7V1,DHX32,ENSMUSG00000030986,Dhx32,Q8BZS9
ENSG00000090776,P98172,EFNB1,ENSMUSG00000031217,Efnb1,P52795
ENSG00000091879,O15123,ANGPT2,ENSMUSG00000031465,Angpt2,O35608
ENSG00000094631,Q9UBN7,HDAC6,ENSMUSG00000031161,Hdac6,Q9Z2V5
ENSG00000101811,P33240,CSTF2,ENSMUSG00000031256,Cstf2,Q8BIQ5
ENSG00000101843,O75832,PSMD10,ENSMUSG00000031429,Psmd10,Q9Z2X2
ENSG00000101938,Q9BU40,CHRDL1,ENSMUSG00000031283,Chrdl1,Q920C1
ENSG00000101940,Q9H1Z4,WDR13,ENSMUSG00000031166,Wdr13,Q91V09
ENSG00000101981,P00740,F9,ENSMUSG00000031138,F9,P16294
ENSG00000101986,P33897,ABCD1,ENSMUSG00000031378,Abcd1,P48410
ENSG00000101997,O60826,CCDC22,ENSMUSG00000031143,Ccdc22,Q9JIG7
ENSG00000102001,O60840,CACNA1F,ENSMUSG00000031142,Cacna1f,"['Q8C8Q4', 'Q7TNI3', 'S4R182', 'B1AVA4', 'B1AVA6', 'B1AVA5']"
ENSG00000102003,P08247,SYP,ENSMUSG00000031144,Syp,Q62277
ENSG00000102007,Q04941,PLP2,ENSMUSG00000031146,Plp2,Q9R1Q7
ENSG00000102010,P51813,BMX,ENSMUSG00000031377,Bmx,P97504
ENSG00000102030,P41227,NAA10,ENSMUSG00000031388,Naa10,Q9QY36
ENSG00000102032,P51606,RENBP,ENSMUSG00000031387,Renbp,P82343
ENSG00000102034,Q99607,ELF4,ENSMUSG00000031103,Elf4,Q9Z2U4
ENSG00000102038,P28370,SMARCA1,ENSMUSG00000031099,Smarca1,Q6PGB8
ENSG00000102054,Q16576,RBBP7,ENSMUSG00000031353,Rbbp7,Q60973
ENSG00000102078,O95258,SLC25A14,ENSMUSG00000031105,Slc25a14,Q9Z2B2
ENSG00000102096,Q9P1W9,PIM2,ENSMUSG00000031155,Pim2,F6WGR1
ENSG00000102100,P78381,SLC35A2,ENSMUSG00000031156,Slc35a2,Q9R0M8
ENSG00000102103,O60828,PQBP1,ENSMUSG00000031157,Pqbp1,Q91VJ5
ENSG00000102145,P15976,GATA1,ENSMUSG00000031162,Gata1,P17679
ENSG00000102158,Q9H0U3,MAGT1,ENSMUSG00000031232,Magt1,Q9CQY5
ENSG00000102225,Q00536,CDK16,ENSMUSG00000031065,Cdk16,Q04735
ENSG00000102226,P51784,USP11,ENSMUSG00000031066,Usp11,Q99K46
ENSG00000102245,P29965,CD40LG,ENSMUSG00000031132,Cd40lg,P27548
ENSG00000102287,P78334,GABRE,ENSMUSG00000031340,Gabre,A2AMW3
ENSG00000102312,Q9H237,PORCN,ENSMUSG00000031169,Porcn,Q9JJJ7
ENSG00000102317,P98179,RBM3,ENSMUSG00000031167,Rbm3,O89086
ENSG00000102359,O60687,SRPX2,ENSMUSG00000031253,Srpx2,Q8R054
ENSG00000102362,Q96C24,SYTL4,ENSMUSG00000031255,Sytl4,Q9R0Q1
ENSG00000102384,Q92674,CENPI,ENSMUSG00000031262,Cenpi,Q8K1K4
ENSG00000102390,Q9BVG4,PBDC1,ENSMUSG00000031226,Pbdc1,Q9D0B6
ENSG00000102393,P06280,GLA,ENSMUSG00000031266,Gla,P51569
ENSG00000102524,Q9Y275,TNFSF13B,ENSMUSG00000031497,Tnfsf13b,Q9WU72
ENSG00000102606,Q14155,ARHGEF7,ENSMUSG00000031511,Arhgef7,Q9ES28
ENSG00000102738,Q92665,MRPS31,ENSMUSG00000031533,Mrps31,Q61733
ENSG00000102743,Q9Y619,SLC25A15,ENSMUSG00000031482,Slc25a15,Q9WVD5
ENSG00000103544,Q7Z3J2,VPS35L,ENSMUSG00000030982,Vps35l,Q8BWQ6
ENSG00000103550,Q1ED39,KNOP1,ENSMUSG00000030980,Knop1,Q9Z2Q2
ENSG00000104213,Q15198,PDGFRL,ENSMUSG00000031595,Pdgfrl,A0A0R4J0C9
ENSG00000104221,Q9HAW0,BRF2,ENSMUSG00000031487,Brf2,"['A0A1B0GSD6', 'A0A1B0GRY1', 'A0A0R4J0C6']"
ENSG00000104332,Q8N474,SFRP1,ENSMUSG00000031548,Sfrp1,Q8C4U3
ENSG00000104365,O14920,IKBKB,ENSMUSG00000031537,Ikbkb,"['Q5D0E0', 'A0A0R4J0T4', 'F6XPL0', 'F6ULQ4', 'Q3U141']"
ENSG00000104368,P00750,PLAT,ENSMUSG00000031538,Plat,P11214
ENSG00000104626,Q8IV48,ERI1,ENSMUSG00000031527,Eri1,"['A0A0R4J0C8', 'A0A1B0GSW4', 'A0A1B0GRC5']"
ENSG00000104660,O95214,LEPROTL1,ENSMUSG00000031513,Leprotl1,Q9CQ74
ENSG00000104671,O00399,DCTN6,ENSMUSG00000031516,Dctn6,Q9WUB4
ENSG00000104687,P00390,GSR,ENSMUSG00000031584,Gsr,P47791
ENSG00000104760,Q08830,FGL1,ENSMUSG00000031594,Fgl1,A0A0R4J0E1
ENSG00000104763,Q13510,ASAH1,ENSMUSG00000031591,Asah1,Q9WV54
ENSG00000107949,Q9P287,BCCIP,ENSMUSG00000030983,Bccip,Q9CWI3
ENSG00000108010,O76003,GLRX3,ENSMUSG00000031068,Glrx3,Q9CQM9
ENSG00000109466,O95198,KLHL2,ENSMUSG00000031605,Klhl2,Q8JZP3
ENSG00000109586,Q86SF2,GALNT7,ENSMUSG00000031608,Galnt7,Q80VA0
ENSG00000109775,Q9NUQ7,UFSP2,ENSMUSG00000031634,Ufsp2,Q99K23
ENSG00000120875,Q13115,DUSP4,ENSMUSG00000031530,Dusp4,Q8BFV3
ENSG00000122122,O75995,SASH3,ENSMUSG00000031101,Sash3,Q8K352
ENSG00000122728,Q8IZX4,TAF1L,ENSMUSG00000031314,Taf1,Q80UV9
ENSG00000147133,P21675,TAF1,ENSMUSG00000031314,Taf1,Q80UV9
ENSG00000123496,Q14627,IL13RA2,ENSMUSG00000031289,Il13ra2,O88786
ENSG00000123560,P60201,PLP1,ENSMUSG00000031425,Plp1,P60202
ENSG00000123561,P05543,SERPINA7,ENSMUSG00000031271,Serpina7,"['B1AW62', 'Q8BII9', 'Q3UEL9']"
ENSG00000123562,Q15014,MORF4L2,ENSMUSG00000031422,Morf4l2,Q9R0Q4
ENSG00000124486,Q93008,USP9X,ENSMUSG00000031010,Usp9x,"['Q4FE56', 'G3UY52', 'G3UZS3', 'E9PWA9']"
ENSG00000126010,P30550,GRPR,ENSMUSG00000031364,Grpr,P21729
ENSG00000143119,P19397,CD53,ENSMUSG00000040747,Cd53,Q61451
ENSG00000143147,Q8N6U8,GPR161,ENSMUSG00000040836,Gpr161,B2RPY5
ENSG00000143155,O75663,TIPRL,ENSMUSG00000040843,Tiprl,Q8BH58
ENSG00000143157,Q9P215,POGK,ENSMUSG00000040596,Pogk,"['D6RH56', 'D3YZK0', 'A0A0R4J1T0', 'E9Q3B2']"
ENSG00000143162,O75629,CREG1,ENSMUSG00000040713,Creg1,O88668
ENSG00000143195,Q71H61,ILDR2,ENSMUSG00000040612,Ildr2,B5TVM2
ENSG00000143207,Q8NHY2,COP1,ENSMUSG00000040782,Cop1,Q9R1A8
ENSG00000143627,P30613,PKLR,ENSMUSG00000041237,Pklr,"['G3X925', 'D3Z2C4', 'E9Q509']"
ENSG00000144645,Q9BXB5,OSBPL10,ENSMUSG00000040875,Osbpl10,S4R1M9
ENSG00000144730,Q8NFM7,IL17RD,ENSMUSG00000040717,Il17rd,Q8JZL1
ENSG00000145675,P27986,PIK3R1,ENSMUSG00000041417,Pik3r1,P26450
ENSG00000145725,O43314,PPIP5K2,ENSMUSG00000040648,Ppip5k2,Q6ZQB6
ENSG00000147010,Q96B97,SH3KBP1,ENSMUSG00000040990,Sh3kbp1,Q8R550
ENSG00000148602,Q9P2V4,LRIT1,ENSMUSG00000041044,Lrit1,Q8K099
ENSG00000149091,Q13574,DGKZ,ENSMUSG00000040479,Dgkz,Q80UP3
ENSG00000149179,Q9H6J7,CSTPP1,ENSMUSG00000040591,Cstpp1,Q8BHR8
ENSG00000151690,Q6ZSS7,MFSD6,ENSMUSG00000041439,Mfsd6,Q8CBH5
ENSG00000152527,Q8IVE3,PLEKHH2,ENSMUSG00000040852,Plekhh2,Q8C115
ENSG00000153292,Q5T601,ADGRF1,ENSMUSG00000041293,Adgrf1,Q8VEC3
ENSG00000154217,Q9UKF7,PITPNC1,ENSMUSG00000040430,Pitpnc1,Q8K4R4
ENSG00000155100,Q8N6M0,OTUD6B,ENSMUSG00000040550,Otud6b,Q8K2H2
ENSG00000155760,O75084,FZD7,ENSMUSG00000041075,Fzd7,Q61090
ENSG00000155849,Q92556,ELMO1,ENSMUSG00000041112,Elmo1,Q8BPU7
ENSG00000156253,P57060,RWDD2B,ENSMUSG00000041079,Rwdd2b,Q99M03
ENSG00000156564,Q9ULH4,LRFN2,ENSMUSG00000040490,Lrfn2,Q80TG9
ENSG00000157500,Q9UKG1,APPL1,ENSMUSG00000040760,Appl1,Q8K3H0
ENSG00000157554,P11308,ERG,ENSMUSG00000040732,Erg,P81270
ENSG00000158747,P41271,NBL1,ENSMUSG00000041120,Nbl1,Q61477
ENSG00000159267,P50747,HLCS,ENSMUSG00000040820,Hlcs,Q920N2
ENSG00000160051,Q4KMZ1,IQCC,ENSMUSG00000040795,Iqcc,A2ADZ8
ENSG00000160058,Q9NW68,BSDC1,ENSMUSG00000040859,Bsdc1,Q80Y55
ENSG00000160191,O76083,PDE9A,ENSMUSG00000041119,Pde9a,O70628
ENSG00000160753,Q9BVN2,RUSC1,ENSMUSG00000041263,Rusc1,Q8BG26
ENSG00000160781,Q6TCH4,PAQR6,ENSMUSG00000041423,Paqr6,Q6TCG5
ENSG00000161944,P07307,ASGR2,ENSMUSG00000040963,Asgr2,P24721
ENSG00000162461,Q6PIV7,SLC25A34,ENSMUSG00000040740,Slc25a34,A2ADF7
ENSG00000162542,Q5TGY1,TMCO4,ENSMUSG00000041143,Tmco4,Q91WU4
ENSG00000162763,Q8N7C0,LRRC52,ENSMUSG00000040485,Lrrc52,Q5M8M9
ENSG00000163479,P43308,SSR2,ENSMUSG00000041355,Ssr2,Q9CPW5
ENSG00000163811,Q15061,WDR43,ENSMUSG00000041057,Wdr43,Q6ZQL4
ENSG00000163872,Q9ULM3,YEATS2,ENSMUSG00000041215,Yeats2,Q3TUF7
ENSG00000163946,Q9UK61,TASOR,ENSMUSG00000040651,Tasor,Q69ZR9
