hgnc_symbol,human_ensembl_gene_id,mouse_ensembl_gene_id,external_gene_name
RSBN1,ENSG00000081019,ENSMUSG00000044098,Rsbn1
PCDHB4,ENSG00000081818,ENSMUSG00000045062,Pcdhb7
PHLPP1,ENSG00000081913,ENSMUSG00000044340,Phlpp1
PALB2,ENSG00000083093,ENSMUSG00000044702,Palb2
ESF1,ENSG00000089048,ENSMUSG00000045624,Esf1
CIRBP,ENSG00000099622,ENSMUSG00000045193,Cirbp
APOL4,ENSG00000100336,ENSMUSG00000044309,Apol7c
APOL1,ENSG00000100342,ENSMUSG00000044309,Apol7c
APOL3,ENSG00000128284,ENSMUSG00000044309,Apol7c
APOL2,ENSG00000128335,ENSMUSG00000044309,Apol7c
RIN3,ENSG00000100599,ENSMUSG00000044456,Rin3
GSKIP,ENSG00000100744,ENSMUSG00000044715,Gskip
ZNF423,ENSG00000102935,ENSMUSG00000045333,Zfp423
MED26,ENSG00000105085,ENSMUSG00000045248,Med26
MEGF8,ENSG00000105429,ENSMUSG00000045039,Megf8
RASIP1,ENSG00000105538,ENSMUSG00000044562,Rasip1
RPL18A,ENSG00000105640,ENSMUSG00000045128,Rpl18a
ZNF574,ENSG00000105732,ENSMUSG00000045252,Zfp574
SHB,ENSG00000107338,ENSMUSG00000044813,Shb
KMT5B,ENSG00000110066,ENSMUSG00000045098,Kmt5b
CSRNP2,ENSG00000110925,ENSMUSG00000044636,Csrnp2
SAYSD1,ENSG00000112167,ENSMUSG00000045107,Saysd1
KIAA2013,ENSG00000116685,ENSMUSG00000044496,2510039O18Rik
C1orf109,ENSG00000116922,ENSMUSG00000044730,9930104L06Rik
PLPPR4,ENSG00000117600,ENSMUSG00000044667,Plppr4
CNR1,ENSG00000118432,ENSMUSG00000044288,Cnr1
ZC2HC1C,ENSG00000119703,ENSMUSG00000045064,Zc2hc1c
CNRIP1,ENSG00000119865,ENSMUSG00000044629,Cnrip1
EPCAM,ENSG00000119888,ENSMUSG00000045394,Epcam
NKX2-3,ENSG00000119919,ENSMUSG00000044220,Nkx2-3
TNFRSF10B,ENSG00000120889,ENSMUSG00000045362,Tnfrsf26
TNFRSF10D,ENSG00000173530,ENSMUSG00000045362,Tnfrsf26
TNFRSF10C,ENSG00000173535,ENSMUSG00000045362,Tnfrsf26
CXCR4,ENSG00000121966,ENSMUSG00000045382,Cxcr4
HJURP,ENSG00000123485,ENSMUSG00000044783,Hjurp
PARD6B,ENSG00000124171,ENSMUSG00000044641,Pard6b
KLHL31,ENSG00000124743,ENSMUSG00000044938,Klhl31
S1PR4,ENSG00000125910,ENSMUSG00000044199,S1pr4
FFAR1,ENSG00000126266,ENSMUSG00000044453,Ffar1
HNRNPH2,ENSG00000126945,ENSMUSG00000045427,Hnrnph2
ZFP36,ENSG00000128016,ENSMUSG00000044786,Zfp36
TST,ENSG00000128311,ENSMUSG00000044986,Tst
LSM8,ENSG00000128534,ENSMUSG00000044155,Lsm8
KLK14,ENSG00000129437,ENSMUSG00000044737,Klk14
KCNA5,ENSG00000130037,ENSMUSG00000045534,Kcna5
CRB3,ENSG00000130545,ENSMUSG00000044279,Crb3
POLN,ENSG00000130997,ENSMUSG00000045102,Poln
C1QL1,ENSG00000131094,ENSMUSG00000045532,C1ql1
GRSF1,ENSG00000132463,ENSMUSG00000044221,Grsf1
DSC1,ENSG00000134765,ENSMUSG00000044322,Dsc1
APLNR,ENSG00000134817,ENSMUSG00000044338,Aplnr
ISCA1,ENSG00000135070,ENSMUSG00000044792,Isca1
CCNJL,ENSG00000135083,ENSMUSG00000044707,Ccnjl
TMEM60,ENSG00000135211,ENSMUSG00000045435,Tmem60
PHF11,ENSG00000136147,ENSMUSG00000044703,Phf11a
IL36G,ENSG00000136688,ENSMUSG00000044103,Il36g
HS6ST1,ENSG00000136720,ENSMUSG00000045216,Hs6st1
TUBB2B,ENSG00000137285,ENSMUSG00000045136,Tubb2b
NXPE4,ENSG00000137634,ENSMUSG00000044229,Nxpe4
PREB,ENSG00000138073,ENSMUSG00000045302,Preb
ASCC1,ENSG00000138303,ENSMUSG00000044475,Ascc1
CENPE,ENSG00000138778,ENSMUSG00000045328,Cenpe
SLC38A6,ENSG00000139974,ENSMUSG00000044712,Slc38a6
ASXL3,ENSG00000141431,ENSMUSG00000045215,Asxl3
OSBPL1A,ENSG00000141447,ENSMUSG00000044252,Osbpl1a
GEMIN7,ENSG00000142252,ENSMUSG00000044709,Gemin7
FNDC7,ENSG00000143107,ENSMUSG00000045326,Fndc7
ACP1,ENSG00000143727,ENSMUSG00000044573,Acp1
UBR3,ENSG00000144357,ENSMUSG00000044308,Ubr3
ACKR3,ENSG00000144476,ENSMUSG00000044337,Ackr3
ACKR2,ENSG00000144648,ENSMUSG00000044534,Ackr2
SLC25A26,ENSG00000144741,ENSMUSG00000045100,Slc25a26
LHFPL2,ENSG00000145685,ENSMUSG00000045312,Lhfpl2
BOD1,ENSG00000145919,ENSMUSG00000044502,Bod1
BOD1L2,ENSG00000228075,ENSMUSG00000044502,Bod1
MYLK4,ENSG00000145949,ENSMUSG00000044951,Mylk4
SCML4,ENSG00000146285,ENSMUSG00000044770,Scml4
SHROOM2,ENSG00000146950,ENSMUSG00000045180,Shroom2
DOCK5,ENSG00000147459,ENSMUSG00000044447,Dock5
PROSER2,ENSG00000148426,ENSMUSG00000045319,Proser2
FOXO1,ENSG00000150907,ENSMUSG00000044167,Foxo1
PRSS53,ENSG00000151006,ENSMUSG00000044139,Prss53
MAGI1,ENSG00000151276,ENSMUSG00000045095,Magi1
ANKRD50,ENSG00000151458,ENSMUSG00000044864,Ankrd50
KCNK13,ENSG00000152315,ENSMUSG00000045404,Kcnk13
CENPH,ENSG00000153044,ENSMUSG00000045273,Cenph
ABCA6,ENSG00000154262,ENSMUSG00000044749,Abca6
MARVELD1,ENSG00000155254,ENSMUSG00000044345,Marveld1
VSIG4,ENSG00000155659,ENSMUSG00000044206,Vsig4
LSM11,ENSG00000155858,ENSMUSG00000044847,Lsm11
DPY19L4,ENSG00000156162,ENSMUSG00000045205,Dpy19l4
N6AMT1,ENSG00000156239,ENSMUSG00000044442,N6amt1
ZFAND3,ENSG00000156639,ENSMUSG00000044477,Zfand3
FZD1,ENSG00000157240,ENSMUSG00000044674,Fzd1
LCA5L,ENSG00000157578,ENSMUSG00000045275,Lca5l
CDC25C,ENSG00000158402,ENSMUSG00000044201,Cdc25c
S100A1,ENSG00000160678,ENSMUSG00000044080,S100a1
LY6K,ENSG00000160886,ENSMUSG00000044678,Ly6k
NAPEPLD,ENSG00000161048,ENSMUSG00000044968,Napepld
LEMD2,ENSG00000161904,ENSMUSG00000044857,Lemd2
KLHDC9,ENSG00000162755,ENSMUSG00000045259,Klhdc9
BOLA3,ENSG00000163170,ENSMUSG00000045160,Bola3
SPRR3,ENSG00000163209,ENSMUSG00000045539,Sprr3
FZD5,ENSG00000163251,ENSMUSG00000045005,Fzd5
LMOD3,ENSG00000163380,ENSMUSG00000044086,Lmod3
LIPH,ENSG00000163898,ENSMUSG00000044626,Liph
ZNF691,ENSG00000164011,ENSMUSG00000045268,Zfp691
CAGE1,ENSG00000164304,ENSMUSG00000044566,Cage1
UQCRQ,ENSG00000164405,ENSMUSG00000044894,Uqcrq
GPR146,ENSG00000164849,ENSMUSG00000044197,Gpr146
KIAA1958,ENSG00000165185,ENSMUSG00000045071,E130308A19Rik
ZNF367,ENSG00000165244,ENSMUSG00000044934,Zfp367
SPTSSA,ENSG00000165389,ENSMUSG00000044408,Sptssa
ARF6,ENSG00000165527,ENSMUSG00000044147,Arf6
AKR1E2,ENSG00000165568,ENSMUSG00000045410,Akr1e1
DACT1,ENSG00000165617,ENSMUSG00000044548,Dact1
BMERB1,ENSG00000166780,ENSMUSG00000044117,Bmerb1
C18orf54,ENSG00000166845,ENSMUSG00000044906,4930503L19Rik
ZBTB39,ENSG00000166860,ENSMUSG00000044617,Zbtb39
NYAP1,ENSG00000166924,ENSMUSG00000045348,Nyap1
PRRT2,ENSG00000167371,ENSMUSG00000045114,Prrt2
ZNF23,ENSG00000167377,ENSMUSG00000044676,Zfp612
PROCA1,ENSG00000167525,ENSMUSG00000044122,Proca1
TP53I13,ENSG00000167543,ENSMUSG00000044328,Trp53i13
ZNF444,ENSG00000167685,ENSMUSG00000044876,Zfp444
WDR81,ENSG00000167716,ENSMUSG00000045374,Wdr81
ACER1,ENSG00000167769,ENSMUSG00000045019,Acer1
CD300C,ENSG00000167850,ENSMUSG00000044811,Cd300c2
TMEM88,ENSG00000167874,ENSMUSG00000045377,Tmem88
UBTD2,ENSG00000168246,ENSMUSG00000044949,Ubtd2
INSM2,ENSG00000168348,ENSMUSG00000045440,Insm2
KCNG4,ENSG00000168418,ENSMUSG00000045246,Kcng4
DNAJC21,ENSG00000168724,ENSMUSG00000044224,Dnajc21
CXXC4,ENSG00000168772,ENSMUSG00000044365,Cxxc4
ZNF507,ENSG00000168813,ENSMUSG00000044452,Zfp507
PCSK9,ENSG00000169174,ENSMUSG00000044254,Pcsk9
PWWP2A,ENSG00000170234,ENSMUSG00000044950,Pwwp2a
GLB1,ENSG00000170266,ENSMUSG00000045594,Glb1
S1PR1,ENSG00000170989,ENSMUSG00000045092,S1pr1
FPR1,ENSG00000171051,ENSMUSG00000045551,Fpr1
PRKCE,ENSG00000171132,ENSMUSG00000045038,Prkce
SHLD1,ENSG00000171984,ENSMUSG00000044991,Shld1
GPR22,ENSG00000172209,ENSMUSG00000044067,Gpr22
FADS6,ENSG00000172782,ENSMUSG00000044788,Fads6
MAB21L3,ENSG00000173212,ENSMUSG00000044313,Mab21l3
SFT2D3,ENSG00000173349,ENSMUSG00000044982,Sft2d3
LRFN4,ENSG00000173621,ENSMUSG00000045045,Lrfn4
BCLAF3,ENSG00000173681,ENSMUSG00000044150,Bclaf3
WFIKKN2,ENSG00000173714,ENSMUSG00000044177,Wfikkn2
TIGD3,ENSG00000173825,ENSMUSG00000044390,Tigd3
TLR1,ENSG00000174125,ENSMUSG00000044827,Tlr1
TRMT10C,ENSG00000174173,ENSMUSG00000044763,Trmt10c
SLC16A13,ENSG00000174327,ENSMUSG00000044367,Slc16a13
IL20RB,ENSG00000174564,ENSMUSG00000044244,Il20rb
TRAM1L1,ENSG00000174599,ENSMUSG00000044528,Tram1l1
OR5M3,ENSG00000174937,ENSMUSG00000045392,Or5m3b
VCPIP1,ENSG00000175073,ENSMUSG00000045210,Vcpip1
SWI5,ENSG00000175854,ENSMUSG00000044627,Swi5
DOK7,ENSG00000175920,ENSMUSG00000044716,Dok7
OR51V1,ENSG00000176742,ENSMUSG00000045132,Or51v14
ERICH5,ENSG00000177459,ENSMUSG00000044726,Erich5
GPR4,ENSG00000177464,ENSMUSG00000044317,Gpr4
KCNJ10,ENSG00000177807,ENSMUSG00000044708,Kcnj10
ZNF354C,ENSG00000177932,ENSMUSG00000044807,Zfp354c
CCDC89,ENSG00000179071,ENSMUSG00000044362,Ccdc89
LACC1,ENSG00000179630,ENSMUSG00000044350,Lacc1
PCED1B,ENSG00000179715,ENSMUSG00000044250,Pced1b
LRRC3B,ENSG00000179796,ENSMUSG00000045201,Lrrc3b
ZNF48,ENSG00000180035,ENSMUSG00000045598,Zfp553
NKX2-6,ENSG00000180053,ENSMUSG00000044186,Nkx2-6
TMEM86B,ENSG00000180089,ENSMUSG00000045282,Tmem86b
FAHD1,ENSG00000180185,ENSMUSG00000045316,Fahd1
SHISA2,ENSG00000180730,ENSMUSG00000044461,Shisa2
S1PR5,ENSG00000180739,ENSMUSG00000045087,S1pr5
CHRM2,ENSG00000181072,ENSMUSG00000045613,Chrm2
PENK,ENSG00000181195,ENSMUSG00000045573,Penk
SETD2,ENSG00000181555,ENSMUSG00000044791,Setd2
DIPK2A,ENSG00000181744,ENSMUSG00000045414,Dipk2a
MACIR,ENSG00000181751,ENSMUSG00000044768,Macir
COA4,ENSG00000181924,ENSMUSG00000044881,Coa4
ADIG,ENSG00000182035,ENSMUSG00000044405,Adig
USH1G,ENSG00000182040,ENSMUSG00000045288,Ush1g
CYB5D1,ENSG00000182224,ENSMUSG00000044795,Cyb5d1
HCAR2,ENSG00000182782,ENSMUSG00000045502,Hcar2
HCAR3,ENSG00000255398,ENSMUSG00000045502,Hcar2
DDX28,ENSG00000182810,ENSMUSG00000045538,Ddx28
ARHGEF37,ENSG00000183111,ENSMUSG00000045094,Arhgef37
TENT5C,ENSG00000183508,ENSMUSG00000044468,Tent5c
ANKRD45,ENSG00000183831,ENSMUSG00000044835,Ankrd45
PP2D1,ENSG00000183977,ENSMUSG00000044957,Pp2d1
ADRA2C,ENSG00000184160,ENSMUSG00000045318,Adra2c
ZBTB7C,ENSG00000184828,ENSMUSG00000044646,Zbtb7c
H1-10,ENSG00000184897,ENSMUSG00000044927,H1f10
MC2R,ENSG00000185231,ENSMUSG00000045569,Mc2r
TNFAIP8L1,ENSG00000185361,ENSMUSG00000044469,Tnfaip8l1
GPRIN3,ENSG00000185477,ENSMUSG00000045441,Gprin3
CXorf38,ENSG00000185753,ENSMUSG00000044148,1810030O07Rik
C16orf54,ENSG00000185905,ENSMUSG00000045165,AI467606
RTN4RL1,ENSG00000185924,ENSMUSG00000045287,Rtn4rl1
TEX38,ENSG00000186118,ENSMUSG00000044556,Tex38
SOWAHB,ENSG00000186212,ENSMUSG00000045314,Sowahb
NKRF,ENSG00000186416,ENSMUSG00000044149,Nkrf
INSIG1,ENSG00000186480,ENSMUSG00000045294,Insig1
CCDC73,ENSG00000186714,ENSMUSG00000045106,Ccdc73
KRT14,ENSG00000186847,ENSMUSG00000045545,Krt14
P2RY4,ENSG00000186912,ENSMUSG00000044359,P2ry4
NHLRC1,ENSG00000187566,ENSMUSG00000044231,Nhlrc1
MORN2,ENSG00000188010,ENSMUSG00000045257,Morn2
NRN1L,ENSG00000188038,ENSMUSG00000044287,Nrn1l
HEPACAM2,ENSG00000188175,ENSMUSG00000044156,Hepacam2
BCL2L15,ENSG00000188761,ENSMUSG00000044165,Bcl2l15
TMEM201,ENSG00000188807,ENSMUSG00000044700,Tmem201
SLC15A5,ENSG00000188991,ENSMUSG00000044378,Slc15a5
KCTD21,ENSG00000188997,ENSMUSG00000044952,Kctd21
ALKBH2,ENSG00000189046,ENSMUSG00000044339,Alkbh2
ANKRD34B,ENSG00000189127,ENSMUSG00000045034,Ankrd34b
SH2D5,ENSG00000189410,ENSMUSG00000045349,Sh2d5
TRRAP,ENSG00000196367,ENSMUSG00000045482,Trrap
TCEAL3,ENSG00000196507,ENSMUSG00000044550,Tceal3
TCEAL5,ENSG00000204065,ENSMUSG00000044550,Tceal3
TCEAL6,ENSG00000204071,ENSMUSG00000044550,Tceal3
BORCS6,ENSG00000196544,ENSMUSG00000045176,Borcs6
TLR7,ENSG00000196664,ENSMUSG00000044583,Tlr7
EOLA2,ENSG00000197021,ENSMUSG00000045237,Eola1
EOLA1,ENSG00000197620,ENSMUSG00000045237,Eola1
IL27,ENSG00000197272,ENSMUSG00000044701,Il27
ZNF121,ENSG00000197961,ENSMUSG00000045519,Zfp560
PHETA1,ENSG00000198324,ENSMUSG00000044134,Pheta1
DCAF12L2,ENSG00000198354,ENSMUSG00000045284,Dcaf12l1
TAFA2,ENSG00000198673,ENSMUSG00000044071,Tafa2
RASSF9,ENSG00000198774,ENSMUSG00000044921,Rassf9
SOWAHA,ENSG00000198944,ENSMUSG00000044352,Sowaha
DMD,ENSG00000198947,ENSMUSG00000045103,Dmd
SYS1,ENSG00000204070,ENSMUSG00000045503,Sys1
TRIM39,ENSG00000204599,ENSMUSG00000045409,Trim39
SPINK9,ENSG00000204909,ENSMUSG00000044176,Spink10
FBXO48,ENSG00000204923,ENSMUSG00000044966,Fbxo48
RNF208,ENSG00000212864,ENSMUSG00000044628,Rnf208
LINGO4,ENSG00000213171,ENSMUSG00000044505,Lingo4
TTLL13,ENSG00000213471,ENSMUSG00000045467,Ttll13
SMIM7,ENSG00000214046,ENSMUSG00000044600,Smim7
EML6,ENSG00000214595,ENSMUSG00000044072,Eml6
ZNF688,ENSG00000229809,ENSMUSG00000045251,Zfp688
ZNF879,ENSG00000234284,ENSMUSG00000044296,Zfp879
FREY1,ENSG00000234776,ENSMUSG00000044916,Frey1
TLR9,ENSG00000239732,ENSMUSG00000045322,Tlr9
COX19,ENSG00000240230,ENSMUSG00000045438,Cox19
C8orf58,ENSG00000241852,ENSMUSG00000044551,9930012K11Rik
HS3ST5,ENSG00000249853,ENSMUSG00000044499,Hs3st5
DND1,ENSG00000256453,ENSMUSG00000044595,Dnd1
SLC25A53,ENSG00000269743,ENSMUSG00000044348,Slc25a53
NUDT18,ENSG00000275074,ENSMUSG00000045211,Nudt18
PIGW,ENSG00000277161,ENSMUSG00000045140,Pigw
PLAUR,ENSG00000011422,ENSMUSG00000046223,Plaur
MBTPS2,ENSG00000012174,ENSMUSG00000046873,Mbtps2
GPRC5A,ENSG00000013588,ENSMUSG00000046733,Gprc5a
MTMR11,ENSG00000014914,ENSMUSG00000045934,Mtmr11
ADAMTS6,ENSG00000049192,ENSMUSG00000046169,Adamts6
NEXMIF,ENSG00000050030,ENSMUSG00000046449,Nexmif
WNK1,ENSG00000060237,ENSMUSG00000045962,Wnk1
CSNK2A2,ENSG00000070770,ENSMUSG00000046707,Csnk2a2
CDH19,ENSG00000071991,ENSMUSG00000047216,Cdh19
LYRM2,ENSG00000083099,ENSMUSG00000045854,Lyrm2
RNF31,ENSG00000092098,ENSMUSG00000047098,Rnf31
PTGS1,ENSG00000095303,ENSMUSG00000047250,Ptgs1
ERMP1,ENSG00000099219,ENSMUSG00000046324,Ermp1
KCNK6,ENSG00000099337,ENSMUSG00000046410,Kcnk6
IGFALS,ENSG00000099769,ENSMUSG00000046070,Igfals
KHNYN,ENSG00000100441,ENSMUSG00000047153,Khnyn
POFUT1,ENSG00000101346,ENSMUSG00000046020,Pofut1
ZNF629,ENSG00000102870,ENSMUSG00000045639,Zfp629
RAB2A,ENSG00000104388,ENSMUSG00000047187,Rab2a
FBL,ENSG00000105202,ENSMUSG00000046865,Fbl
KRT32,ENSG00000108759,ENSMUSG00000046095,Krt32
TMEM104,ENSG00000109066,ENSMUSG00000045980,Tmem104
MAPK10,ENSG00000109339,ENSMUSG00000046709,Mapk10
PCDHB5,ENSG00000113209,ENSMUSG00000045657,Pcdhb10
PCDHB5,ENSG00000113209,ENSMUSG00000045689,Pcdhb4
PCDHB5,ENSG00000113209,ENSMUSG00000045876,Pcdhb8
PCDHB6,ENSG00000113211,ENSMUSG00000047307,Pcdhb13
PCDHB7,ENSG00000113212,ENSMUSG00000047033,Pcdhb15
RBP1,ENSG00000114115,ENSMUSG00000046402,Rbp1
EIF4G1,ENSG00000114867,ENSMUSG00000045983,Eif4g1
C2orf42,ENSG00000115998,ENSMUSG00000046679,C87436
PRAMEF1,ENSG00000116721,ENSMUSG00000046862,Pramel12
PRAMEF12,ENSG00000116726,ENSMUSG00000046862,Pramel12
PRAMEF2,ENSG00000120952,ENSMUSG00000046862,Pramel12
PRAMEF8,ENSG00000182330,ENSMUSG00000046862,Pramel12
PRAMEF10,ENSG00000187545,ENSMUSG00000046862,Pramel12
PRAMEF20,ENSG00000204478,ENSMUSG00000046862,Pramel12
PRAMEF17,ENSG00000204479,ENSMUSG00000046862,Pramel12
PRAMEF19,ENSG00000204480,ENSMUSG00000046862,Pramel12
PRAMEF14,ENSG00000204481,ENSMUSG00000046862,Pramel12
PRAMEF15,ENSG00000204501,ENSMUSG00000046862,Pramel12
PRAMEF9,ENSG00000204505,ENSMUSG00000046862,Pramel12
PRAMEF7,ENSG00000204510,ENSMUSG00000046862,Pramel12
PRAMEF25,ENSG00000229571,ENSMUSG00000046862,Pramel12
PRAMEF6,ENSG00000232423,ENSMUSG00000046862,Pramel12
PRAMEF33,ENSG00000237700,ENSMUSG00000046862,Pramel12
PRAMEF11,ENSG00000239810,ENSMUSG00000046862,Pramel12
PRAMEF4,ENSG00000243073,ENSMUSG00000046862,Pramel12
PRAMEF5,ENSG00000270601,ENSMUSG00000046862,Pramel12
PRAMEF27,ENSG00000274764,ENSMUSG00000046862,Pramel12
PRAMEF13,ENSG00000279169,ENSMUSG00000046862,Pramel12
PRAMEF18,ENSG00000279804,ENSMUSG00000046862,Pramel12
PRAMEF26,ENSG00000280267,ENSMUSG00000046862,Pramel12
HPCAL4,ENSG00000116983,ENSMUSG00000046093,Hpcal4
MTFR1L,ENSG00000117640,ENSMUSG00000046671,Mtfr1l
TCF21,ENSG00000118526,ENSMUSG00000045680,Tcf21
ONECUT2,ENSG00000119547,ENSMUSG00000045991,Onecut2
IFIT2,ENSG00000119922,ENSMUSG00000045932,Ifit2
MYCT1,ENSG00000120279,ENSMUSG00000046916,Myct1
CYSTM1,ENSG00000120306,ENSMUSG00000046727,Cystm1
PCDHB14,ENSG00000120327,ENSMUSG00000046191,Pcdhb20
ADRA1A,ENSG00000120907,ENSMUSG00000045875,Adra1a
HS3ST2,ENSG00000122254,ENSMUSG00000046321,Hs3st2
NXPH1,ENSG00000122584,ENSMUSG00000046178,Nxph1
SLC25A51,ENSG00000122696,ENSMUSG00000045973,Slc25a51
SLC25A52,ENSG00000141437,ENSMUSG00000045973,Slc25a51
CYREN,ENSG00000122783,ENSMUSG00000046806,Cyren
PAIP2B,ENSG00000124374,ENSMUSG00000045896,Paip2b
NQO2,ENSG00000124588,ENSMUSG00000046949,Nqo2
ATXN1,ENSG00000124788,ENSMUSG00000046876,Atxn1
MRPS7,ENSG00000125445,ENSMUSG00000046756,Mrps7
SLC25A23,ENSG00000125648,ENSMUSG00000046329,Slc25a23
HECTD3,ENSG00000126107,ENSMUSG00000046861,Hectd3
PRR12,ENSG00000126464,ENSMUSG00000046574,Prr12
RHOJ,ENSG00000126785,ENSMUSG00000046768,Rhoj
TICAM1,ENSG00000127666,ENSMUSG00000047123,Ticam1
EMC6,ENSG00000127774,ENSMUSG00000047260,Emc6
MRPS12,ENSG00000128626,ENSMUSG00000045948,Mrps12
E2F8,ENSG00000129173,ENSMUSG00000046179,E2f8
MTUS1,ENSG00000129422,ENSMUSG00000045636,Mtus1
BST2,ENSG00000130303,ENSMUSG00000046718,Bst2
LRRC4B,ENSG00000131409,ENSMUSG00000047085,Lrrc4b
ZSWIM3,ENSG00000132801,ENSMUSG00000045822,Zswim3
CHRM3,ENSG00000133019,ENSMUSG00000046159,Chrm3
ADCK2,ENSG00000133597,ENSMUSG00000046947,Adck2
C12orf29,ENSG00000133641,ENSMUSG00000046567,4930430F08Rik
C9orf40,ENSG00000135045,ENSMUSG00000047044,D030056L22Rik
HRK,ENSG00000135116,ENSMUSG00000046607,Hrk
HNRNPA1,ENSG00000135486,ENSMUSG00000046434,Hnrnpa1
CKAP4,ENSG00000136026,ENSMUSG00000046841,Ckap4
HMGA1,ENSG00000137309,ENSMUSG00000046711,Hmga1
GCHFR,ENSG00000137880,ENSMUSG00000046814,Gchfr
TET1,ENSG00000138336,ENSMUSG00000047146,Tet1
COX17,ENSG00000138495,ENSMUSG00000046516,Cox17
ZNF740,ENSG00000139651,ENSMUSG00000046897,Zfp740
TTC6,ENSG00000139865,ENSMUSG00000046782,Ttc6
WDR89,ENSG00000140006,ENSMUSG00000045690,Wdr89
TICRR,ENSG00000140534,ENSMUSG00000046591,Ticrr
CLTC,ENSG00000141367,ENSMUSG00000047126,Cltc
SLC39A3,ENSG00000141873,ENSMUSG00000046822,Slc39a3
ZNF787,ENSG00000142409,ENSMUSG00000046792,Zfp787
DMRTA2,ENSG00000142700,ENSMUSG00000047143,Dmrta2
GOLPH3L,ENSG00000143457,ENSMUSG00000046519,Golph3l
LRTM1,ENSG00000144771,ENSMUSG00000045776,Lrtm1
SLC26A1,ENSG00000145217,ENSMUSG00000046959,Slc26a1
ATP10D,ENSG00000145246,ENSMUSG00000046808,Atp10d
DDIT4L,ENSG00000145358,ENSMUSG00000046818,Ddit4l
TIFA,ENSG00000145365,ENSMUSG00000046688,Tifa
C1QTNF2,ENSG00000145861,ENSMUSG00000046491,C1qtnf2
MMS22L,ENSG00000146263,ENSMUSG00000045751,Mms22l
SPIN2A,ENSG00000147059,ENSMUSG00000046550,Spin2c
SPIN2B,ENSG00000186787,ENSMUSG00000046550,Spin2c
SNX12,ENSG00000147164,ENSMUSG00000046032,Snx12
POLR2K,ENSG00000147669,ENSMUSG00000045996,Polr2k
CDC42EP2,ENSG00000149798,ENSMUSG00000045664,Cdc42ep2
GPR158,ENSG00000151025,ENSMUSG00000045967,Gpr158
MIPOL1,ENSG00000151338,ENSMUSG00000047022,Mipol1
KCNE4,ENSG00000152049,ENSMUSG00000047330,Kcne4
ZFP36L2,ENSG00000152518,ENSMUSG00000045817,Zfp36l2
LYSET,ENSG00000153485,ENSMUSG00000046675,Tmem251
ING1,ENSG00000153487,ENSMUSG00000045969,Ing1
PID1,ENSG00000153823,ENSMUSG00000045658,Pid1
CHST9,ENSG00000154080,ENSMUSG00000047161,Chst9
OTULIN,ENSG00000154124,ENSMUSG00000046034,Otulin
WHAMM,ENSG00000156232,ENSMUSG00000045795,Whamm
CD109,ENSG00000156535,ENSMUSG00000046186,Cd109
CLDN12,ENSG00000157224,ENSMUSG00000046798,Cldn12
TMEM164,ENSG00000157600,ENSMUSG00000047045,Tmem164
C2CD2,ENSG00000157617,ENSMUSG00000045975,C2cd2
TMEM268,ENSG00000157693,ENSMUSG00000045917,Tmem268
TENT5B,ENSG00000158246,ENSMUSG00000046694,Tent5b
SPATA2,ENSG00000158480,ENSMUSG00000047030,Spata2
PPP1R15B,ENSG00000158615,ENSMUSG00000046062,Ppp1r15b
CLDN14,ENSG00000159261,ENSMUSG00000047109,Cldn14
ANKLE1,ENSG00000160117,ENSMUSG00000046295,Ankle1
BDH1,ENSG00000161267,ENSMUSG00000046598,Bdh1
CAMK2N1,ENSG00000162545,ENSMUSG00000046447,Camk2n1
BROX,ENSG00000162819,ENSMUSG00000046836,Brox
SLC66A3,ENSG00000162976,ENSMUSG00000045679,Pqlc3
FBXO41,ENSG00000163013,ENSMUSG00000047013,Fbxo41
NEURL3,ENSG00000163121,ENSMUSG00000047180,Neurl3
IQUB,ENSG00000164675,ENSMUSG00000046192,Iqub
MYORG,ENSG00000164976,ENSMUSG00000046312,Myorg
CLDN2,ENSG00000165376,ENSMUSG00000047230,Cldn2
GJB2,ENSG00000165474,ENSMUSG00000046352,Gjb2
HEPACAM,ENSG00000165478,ENSMUSG00000046240,Hepacam
CEP295,ENSG00000166004,ENSMUSG00000046111,Cep295
ZNF319,ENSG00000166188,ENSMUSG00000046556,Zfp319
BEX3,ENSG00000166681,ENSMUSG00000046432,Bex3
PLEKHA7,ENSG00000166689,ENSMUSG00000045659,Plekha7
PATL1,ENSG00000166889,ENSMUSG00000046139,Patl1
DUSP18,ENSG00000167065,ENSMUSG00000047205,Dusp18
SAMD14,ENSG00000167100,ENSMUSG00000047181,Samd14
PRR15L,ENSG00000167183,ENSMUSG00000047040,Prr15l
ZNF526,ENSG00000167625,ENSMUSG00000046541,Zfp526
KRT1,ENSG00000167768,ENSMUSG00000046834,Krt1
C2CD3,ENSG00000168014,ENSMUSG00000047248,C2cd3
CAVIN2,ENSG00000168497,ENSMUSG00000045954,Cavin2
CHTF8,ENSG00000168802,ENSMUSG00000046691,Chtf8
PLA2G4F,ENSG00000168907,ENSMUSG00000046971,Pla2g4f
STXBP6,ENSG00000168952,ENSMUSG00000046314,Stxbp6
AR,ENSG00000169083,ENSMUSG00000046532,Ar
GSG1L,ENSG00000169181,ENSMUSG00000046182,Gsg1l
SH3TC2,ENSG00000169247,ENSMUSG00000045629,Sh3tc2
ADRB2,ENSG00000169252,ENSMUSG00000045730,Adrb2
SHE,ENSG00000169291,ENSMUSG00000046280,She
