ensembl_id,uniprot_id
ENSMUSG00000031344.12,Q9JLF1
ENSMUSG00000031347.13,Q9R1K9
ENSMUSG00000031349.5,Q9R1J0
ENSMUSG00000031351.16,"['B1AXE7', 'A2BI37', 'G5E8W8']"
ENSMUSG00000031352.11,P53702
ENSMUSG00000031353.14,Q60973
ENSMUSG00000031355.17,O54834
ENSMUSG00000031357.4,Q9D5V6
ENSMUSG00000028518.9,Q8BRK8
ENSMUSG00000028519.17,P97318
ENSMUSG00000028521.18,A2AKQ0
ENSMUSG00000028522.17,Q5UAK0
ENSMUSG00000028524.22,Q8VD37
ENSMUSG00000028525.17,"['G3UZY9', 'G3UWT3', 'G3UZ46', 'Q80VK8', 'B1AWD1', 'Q3TTI9', 'B1AWC8', 'Q6IQY6', 'B1AWD0', 'B1AWC9', 'Q8VBU5']"
ENSMUSG00000028527.19,Q9WUR9
ENSMUSG00000028528.18,Q80TZ3
ENSMUSG00000028530.15,"['B1ASP2', 'B1ASP3']"
ENSMUSG00000028532.15,Q6PDJ1
ENSMUSG00000028536.13,Q9CQM1
ENSMUSG00000074553.5,
ENSMUSG00000074570.15,Q08EC4
ENSMUSG00000074576.5,A2BDX3
ENSMUSG00000074577.10,A1L3T7
ENSMUSG00000074578.16,
ENSMUSG00000074579.15,"['A0A571BF98', 'B2RVN1']"
ENSMUSG00000074580.12,
ENSMUSG00000074582.11,A2A5R2
ENSMUSG00000074591.9,Q3UUE9
ENSMUSG00000074604.10,A2RST1
ENSMUSG00000074607.12,"['A2A474', 'F6XVL5', 'A2A473', 'E9Q0B9', 'A2A472']"
ENSMUSG00000021983.17,P98200
ENSMUSG00000021986.10,Q8CCJ4
ENSMUSG00000021987.10,Q8VE11
ENSMUSG00000021990.17,"['E0CZ51', 'E9Q3I3', 'E0CXN6', 'F6V9S1', 'F6SRZ4', 'E0CYU0']"
ENSMUSG00000021991.10,Q9Z1L5
ENSMUSG00000021993.11,A6H611
ENSMUSG00000021994.16,P22725
ENSMUSG00000021996.17,Q9R0P3
ENSMUSG00000021997.5,A6H694
ENSMUSG00000021998.17,Q61233
ENSMUSG00000021999.10,Q9JHH6
ENSMUSG00000039994.16,Q9R1X4
ENSMUSG00000039997.17,"['A0A0R4J0H6', 'E9PUG6', 'E9QAN9']"
ENSMUSG00000040003.19,Q9WVQ1
ENSMUSG00000040006.14,Q91WR6
ENSMUSG00000040007.9,"['Z4YJL0', 'Z4YMJ8']"
ENSMUSG00000040009.7,O70443
ENSMUSG00000040010.11,Q9Z127
ENSMUSG00000040016.17,"['G3UYL9', 'Q6PDF2']"
ENSMUSG00000040017.9,P31532
ENSMUSG00000040018.10,Q8BJ03
ENSMUSG00000040021.14,Q8BYR2
ENSMUSG00000073968.5,"['G3X9I6', 'A0A1B0GSL9']"
ENSMUSG00000073980.6,
ENSMUSG00000073982.12,P84096
ENSMUSG00000073985.4,
ENSMUSG00000073987.5,Q9Z0L8
ENSMUSG00000073988.14,Q8BWP5
ENSMUSG00000074001.4,A0A0R4J166
ENSMUSG00000074006.4,Q64288
ENSMUSG00000074024.7,
ENSMUSG00000074028.5,Q6A4L0
ENSMUSG00000074030.4,Q6PGF7
ENSMUSG00000028833.14,Q9Z0E0
ENSMUSG00000028834.14,"['F8VPZ1', 'A2A9L4']"
ENSMUSG00000028836.15,Q2HJ10
ENSMUSG00000028837.9,Q9R1P3
ENSMUSG00000028838.12,Q9JKV7
ENSMUSG00000028840.11,Q9DB42
ENSMUSG00000028841.15,A2A9K7
ENSMUSG00000028842.16,Q8CJF9
ENSMUSG00000028843.9,Q91VW3
ENSMUSG00000028845.16,Q922G7
ENSMUSG00000028847.9,O55013
ENSMUSG00000035540.13,P21614
ENSMUSG00000035545.14,Q8CBY3
ENSMUSG00000035547.15,O08688
ENSMUSG00000035559.10,Q8VIK2
ENSMUSG00000035561.6,Q9CZS1
ENSMUSG00000035566.8,E9PXF0
ENSMUSG00000035569.18,E9Q4F7
ENSMUSG00000035572.17,A2AKB9
ENSMUSG00000035575.12,Q8VCY6
ENSMUSG00000035576.14,A2A5N8
ENSMUSG00000035578.17,Q80W32
ENSMUSG00000037887.12,O09112
ENSMUSG00000037890.14,Q3UGF1
ENSMUSG00000037892.14,Q8VHR0
ENSMUSG00000037894.14,P0C0S6
ENSMUSG00000037896.18,Q8CFE3
ENSMUSG00000037902.19,P97797
ENSMUSG00000037904.15,Q8BH83
ENSMUSG00000037905.14,Q8BXV2
ENSMUSG00000037907.17,Q5F259
ENSMUSG00000037913.13,"['A0A1D5RLB5', 'A0A1D5RM02', 'D3Z447', 'A0A1D5RLR8']"
ENSMUSG00000037916.15,Q91YT0
ENSMUSG00000050132.14,Q6PDS3
ENSMUSG00000050144.14,Q8BGF9
ENSMUSG00000050147.10,O88634
ENSMUSG00000050148.10,Q9QZM0
ENSMUSG00000050157.7,A0A1W2P7T4
ENSMUSG00000050164.12,Q8JZL2
ENSMUSG00000050174.16,"['A0A0G2JDN4', 'F6WJF1', 'A2ACT8', 'A2ACU7', 'A0A0R4J176', 'Q8CH41', 'Q3ULU4', 'A2ACU1', 'A0A0G2JE11']"
ENSMUSG00000050188.9,Q8QZX5
ENSMUSG00000050192.9,Q8BGY2
ENSMUSG00000050195.9,Q6T707
ENSMUSG00000050199.14,A2ARI4
ENSMUSG00000046191.8,Q91XZ9
ENSMUSG00000046192.5,Q8CDK3
ENSMUSG00000046201.10,Q6DID3
ENSMUSG00000046204.15,Q8BHK0
ENSMUSG00000046207.15,Q3U6Q4
ENSMUSG00000046213.10,B7ZWD6
ENSMUSG00000046219.10,
ENSMUSG00000046223.11,P35456
ENSMUSG00000046229.11,Q2M4I6
ENSMUSG00000046230.12,Q5H8C4
ENSMUSG00000046240.9,Q640R3
ENSMUSG00000061474.12,Q9CQX8
ENSMUSG00000061477.5,P62082
ENSMUSG00000061479.16,Q62189
ENSMUSG00000061482.8,P62806
ENSMUSG00000061510.4,
ENSMUSG00000061518.12,"['Q9D881', 'A0A0A6YVR0', 'F7C106']"
ENSMUSG00000061527.8,Q922U2
ENSMUSG00000061533.17,Q8BI22
ENSMUSG00000061535.12,Q8BVD7
ENSMUSG00000061536.14,Q8BXT9
ENSMUSG00000061540.4,P07361
ENSMUSG00000074345.5,Q3TBL6
ENSMUSG00000074355.3,
ENSMUSG00000074357.4,
ENSMUSG00000074358.10,Q3UJV1
ENSMUSG00000074361.12,Q8BW93
ENSMUSG00000074364.7,Q8BH64
ENSMUSG00000074373.7,
ENSMUSG00000074375.4,D3Z1W5
ENSMUSG00000074377.13,"['L7N245', 'D3Z6M7']"
ENSMUSG00000074384.5,Q3TTJ4
ENSMUSG00000074388.5,
ENSMUSG00000029074.15,"['V9GXB7', 'V9GXT8', 'B1ASM0']"
ENSMUSG00000029075.7,B1ASL3
ENSMUSG00000029076.15,Q61112
ENSMUSG00000029082.18,"['A0A0R4J190', 'A0A0G2JG11']"
ENSMUSG00000029084.6,P56528
ENSMUSG00000029086.16,"['G5E8G5', 'A0A0G2JE50', 'A0A0R4J0B0', 'A0A0G2JDH9', 'G3X9J8', 'Q8R056', 'Q8CDK8', 'A0A0G2JDS7', 'A0A0G2JE90', 'A0A0G2JG30']"
ENSMUSG00000029088.17,Q6PHZ8
ENSMUSG00000029089.9,Q9D3X5
ENSMUSG00000029090.13,Q7TT36
ENSMUSG00000029092.10,
ENSMUSG00000029093.15,Q9EPR5
ENSMUSG00000012640.17,"['S4R1I9', 'D3Z3C8', 'D3YV82', 'Q9D082', 'G3X9T1']"
ENSMUSG00000012705.17,Q99P87
ENSMUSG00000012819.17,Q99PF4
ENSMUSG00000012848.16,P97461
ENSMUSG00000012889.9,Q6P3Y9
ENSMUSG00000013033.17,Q80TR1
ENSMUSG00000013076.18,Q9D4H4
ENSMUSG00000013089.16,Q9CXC9
ENSMUSG00000013150.16,Q9CYH5
ENSMUSG00000013155.11,Q7TSV9
ENSMUSG00000013160.8,P51863
ENSMUSG00000013236.18,B0V2N1
ENSMUSG00000050896.13,Q7M6Z0
ENSMUSG00000050900.6,
ENSMUSG00000050908.13,"['Q6NVH0', 'D6RI57']"
ENSMUSG00000050910.6,A2A6T1
ENSMUSG00000050912.16,Q91Z22
ENSMUSG00000050914.17,Q569N2
ENSMUSG00000050919.11,Q6NS86
ENSMUSG00000050921.13,Q8BFU7
ENSMUSG00000050930.6,Q8BJS7
ENSMUSG00000050931.8,Q9D4B1
ENSMUSG00000050944.15,A0JP43
ENSMUSG00000020385.17,O35493
ENSMUSG00000020386.6,Q9CQC9
ENSMUSG00000020387.16,Q6ZQF7
ENSMUSG00000020388.13,P70271
ENSMUSG00000020389.20,Q8BLF2
ENSMUSG00000020390.13,P63147
ENSMUSG00000020392.9,Q9D211
ENSMUSG00000020393.17,Q99N43
ENSMUSG00000020395.14,Q03526
ENSMUSG00000020396.9,P19246
ENSMUSG00000020397.16,Q9CZB6
ENSMUSG00000020399.15,Q8VIM0
ENSMUSG00000020681.15,P09470
ENSMUSG00000020682.18,"['Q5SSG2', 'Q8CGV5', 'Q8CGV8', 'Q8BG29']"
ENSMUSG00000020684.15,Q5SSG5
ENSMUSG00000020687.14,A2A6Q5
ENSMUSG00000020689.5,O54890
ENSMUSG00000020691.14,Q8BMK1
ENSMUSG00000020692.15,Q8VEJ4
ENSMUSG00000020694.18,O55047
ENSMUSG00000020695.15,Q64449
ENSMUSG00000020696.19,Q6ZQM0
ENSMUSG00000020697.17,"['B1AT03', 'K4DI59', 'Q3UC82', 'Q80ZH7', 'Q3TJN5', 'G3UYI8']"
ENSMUSG00000026971.16,Q9Z0T9
ENSMUSG00000026972.16,Q99KN1
ENSMUSG00000026974.12,Q9CQG3
ENSMUSG00000026975.11,Q9CYU6
ENSMUSG00000026977.18,Q9WV66
ENSMUSG00000026979.17,Q8BLR5
ENSMUSG00000026980.16,Q60767
ENSMUSG00000026981.16,P25085
ENSMUSG00000026983.11,Q9QYY1
ENSMUSG00000026984.5,Q9JLA2
ENSMUSG00000026986.15,Q91VF2
ENSMUSG00000002455.15,Q91YR7
ENSMUSG00000002458.14,Q9CX84
ENSMUSG00000002475.17,Q91ZH7
ENSMUSG00000002477.6,P62315
ENSMUSG00000002486.16,Q3TVW5
ENSMUSG00000002489.17,"['G3UWG2', 'J3QMH1', 'J3QQ55', 'Q6P1D6', 'E9Q1R7']"
ENSMUSG00000002496.11,"['Q3UHB2', 'Q7TT21', 'A0A2I3BRA1', 'A0A2I3BPR7', 'A0A2I3BPE9', 'Q3TQ10', 'A0A2I3BRT5', 'A0A2I3BPP1']"
ENSMUSG00000002500.16,E9PWZ3
ENSMUSG00000002504.16,"['Q6NS54', 'A0A0R4IZX2', 'A0A3Q4EBU8', 'A0A3Q4EHM9', 'A0A0R4J006']"
ENSMUSG00000002524.18,Q3UEB3
ENSMUSG00000002546.18,Q921M4
ENSMUSG00000002550.17,"['A2AN37', 'F7CBX2']"
ENSMUSG00000044820.7,Q8R5F9
ENSMUSG00000044827.11,Q9EPQ1
ENSMUSG00000044835.16,Q810N6
ENSMUSG00000044847.14,Q8BUV6
ENSMUSG00000044854.8,F7CNM6
ENSMUSG00000044857.9,Q6DVA0
ENSMUSG00000044864.17,"['A6H6J9', 'D3Z643', 'F7BE84']"
ENSMUSG00000044867.7,
ENSMUSG00000044876.16,"['A0A140LIC1', 'D3Z2T1', 'D3Z688', 'D3Z1T3', 'E9Q3H2', 'A0A140LI69', 'Q3TDV8']"
ENSMUSG00000044881.8,Q8BT51
ENSMUSG00000044894.15,Q9CQ69
ENSMUSG00000035295.11,Q9D994
ENSMUSG00000035296.15,P82348
ENSMUSG00000035297.15,O88544
ENSMUSG00000035298.9,Q9CZ49
ENSMUSG00000035299.17,O70583
ENSMUSG00000035305.6,Q9Z139
ENSMUSG00000035311.17,Q69ZN6
ENSMUSG00000035314.11,Q640M6
ENSMUSG00000035325.17,Q3UPL0
ENSMUSG00000035329.8,Q8VE08
ENSMUSG00000029247.18,Q9DCL9
ENSMUSG00000029249.16,Q8VIG1
ENSMUSG00000029250.6,Q8CFI7
ENSMUSG00000029253.13,P49452
ENSMUSG00000029254.17,Q9JM90
ENSMUSG00000029260.16,"['E9PZ30', 'Q8K154']"
ENSMUSG00000029263.16,"['D3Z3Y1', 'D3Z4I0', 'D3YTQ6']"
ENSMUSG00000029265.5,Q91WV0
ENSMUSG00000029267.18,Q02395
ENSMUSG00000029269.12,Q9QWG7
ENSMUSG00000029270.11,Q9D6I7
ENSMUSG00000034422.15,Q2EMV9
ENSMUSG00000034424.6,Q91WK5
ENSMUSG00000034427.18,"['I7HPW8', 'A0A0J9YV02', 'F6V1P1', 'F6Y6G7', 'A0A1Y7VNG3']"
ENSMUSG00000034429.16,"['Q8R0U9', 'A0A2R8W6H0', 'F6XU31', 'F6QUN2', 'D3Z445']"
ENSMUSG00000034430.17,Q8C8V1
ENSMUSG00000034432.12,Q8VBV7
ENSMUSG00000034435.7,Q8BHG3
ENSMUSG00000034437.9,
ENSMUSG00000034438.17,Q2V6D6
ENSMUSG00000034442.12,Q9D0C4
ENSMUSG00000034445.9,Q6P1H1
ENSMUSG00000024581.14,Q9CWZ7
ENSMUSG00000024583.4,Q8CDN6
ENSMUSG00000024587.11,Q8BP47
ENSMUSG00000024588.11,P22315
ENSMUSG00000024589.19,Q8CFI0
ENSMUSG00000024590.9,P14733
ENSMUSG00000024592.16,Q9CWB7
ENSMUSG00000024593.16,Q6DIB5
ENSMUSG00000024594.10,Q3UPH1
ENSMUSG00000024597.12,E9QM38
ENSMUSG00000024598.10,Q61555
ENSMUSG00000031766.5,P59158
ENSMUSG00000031767.14,Q99P30
ENSMUSG00000031770.17,Q9JJK5
ENSMUSG00000031774.9,Q91WE2
ENSMUSG00000031775.6,Q9DCU2
ENSMUSG00000031776.18,Q9D385
ENSMUSG00000031778.14,O35188
ENSMUSG00000031779.4,O88430
ENSMUSG00000031780.3,F6R5P4
ENSMUSG00000031781.15,Q8WTY4
ENSMUSG00000031782.16,Q8K1Z0
ENSMUSG00000051747.16,A2ASS6
ENSMUSG00000051748.3,Q8BTE6
ENSMUSG00000051768.10,Q60596
ENSMUSG00000051786.16,G5E8P0
ENSMUSG00000051790.16,Q69ZK9
ENSMUSG00000051811.15,Q80ZN9
ENSMUSG00000051817.9,Q04890
ENSMUSG00000051839.8,P14220
ENSMUSG00000051844.14,
ENSMUSG00000051851.6,Q9D6I0
ENSMUSG00000051853.11,P61205
ENSMUSG00000071716.6,Q3UZ24
ENSMUSG00000071719.3,A2BDP1
ENSMUSG00000071722.5,Q8K1L2
ENSMUSG00000071723.8,Q149F3
ENSMUSG00000071724.6,D6MZJ6
ENSMUSG00000071745.2,Q52KH6
ENSMUSG00000071748.3,Q60969
ENSMUSG00000071757.11,Q8C0C0
ENSMUSG00000071793.14,
ENSMUSG00000071796.16,
ENSMUSG00000071847.14,Q3U128
ENSMUSG00000024600.9,E9Q9W4
ENSMUSG00000024601.10,Q91V64
ENSMUSG00000024603.9,Q8CBY8
ENSMUSG00000024604.8,Q8BHS3
ENSMUSG00000024608.12,P62264
ENSMUSG00000024610.16,P04441
ENSMUSG00000024613.17,O08784
ENSMUSG00000024614.8,Q8BXZ1
ENSMUSG00000024617.17,P11798
ENSMUSG00000024620.12,P05622
ENSMUSG00000024621.17,P09581
ENSMUSG00000071516.3,"['C0HKE5', 'C0HKE7', 'C0HKE9', 'C0HKE3', 'C0HKE4', 'C0HKE2', 'C0HKE6', 'C0HKE8', 'C0HKE1']"
ENSMUSG00000071528.5,Q78IK2
ENSMUSG00000071531.4,"['A0A2I3BQP8', 'D3Z1D7', 'A0A2I3BRN2']"
ENSMUSG00000071532.7,
ENSMUSG00000071533.12,Q6P8I4
ENSMUSG00000071537.7,"['A0A0J9YVB2', 'A0A0J9YTT0', 'G5E8L6']"
ENSMUSG00000071540.5,D3Z1D3
ENSMUSG00000071547.5,"['A0A2I3BR81', 'A0A2I3BPH8', 'A0A2I3BQR1', 'A0A2I3BRL0', 'Q91X76']"
ENSMUSG00000071550.15,E9Q5M6
ENSMUSG00000071551.14,"['G3X9Y6', 'A0A1Y7VK17']"
ENSMUSG00000071552.6,A0A0B4J1G6
ENSMUSG00000062169.14,Q9CX13
ENSMUSG00000062170.13,Q80ZA7
ENSMUSG00000062175.14,Q8C0Y1
ENSMUSG00000062181.15,Q8VCU1
ENSMUSG00000062184.12,Q80UW0
ENSMUSG00000062190.13,Q9JJK2
ENSMUSG00000062198.6,Q6PGK3
ENSMUSG00000062202.15,Q8C726
ENSMUSG00000062203.16,Q8R050
ENSMUSG00000062209.16,Q61527
ENSMUSG00000062210.14,Q921Z5
ENSMUSG00000009995.18,Q91WF0
ENSMUSG00000010021.14,Q99PT9
ENSMUSG00000010025.20,P47740
ENSMUSG00000010044.13,Q99ML0
ENSMUSG00000010045.3,Q9WUH1
ENSMUSG00000010047.13,O35632
ENSMUSG00000010048.11,Q9D8U0
ENSMUSG00000010051.16,Q91ZJ9
ENSMUSG00000010054.5,Q9WVF8
ENSMUSG00000010057.9,Q9WUE4
ENSMUSG00000010064.16,Q9DCP2
ENSMUSG00000010066.16,Q6PHS9
ENSMUSG00000047841.9,Q80WB0
ENSMUSG00000047842.8,Q5PR73
ENSMUSG00000047843.17,P28662
ENSMUSG00000047844.4,Q9CWT2
ENSMUSG00000047866.21,Q9DBN5
ENSMUSG00000047867.12,Q8K349
ENSMUSG00000047875.7,Q8C206
ENSMUSG00000047878.14,Q67BJ4
ENSMUSG00000047879.18,Q9JMA1
ENSMUSG00000047880.16,Q04683
ENSMUSG00000047881.15,Q8K2J7
ENSMUSG00000075031.5,Q64475
ENSMUSG00000075033.5,B9EKK6
ENSMUSG00000075040.10,"['Q3V1D8', 'H7BX78', 'D6RCZ0']"
ENSMUSG00000075042.11,
ENSMUSG00000075044.15,Q8BWG6
ENSMUSG00000075046.8,"['Q9D4C0', 'A0A0N4SV92']"
ENSMUSG00000075053.4,
ENSMUSG00000075054.6,"['Q9DAY6', 'A0A1Y7VLX4']"
ENSMUSG00000075062.5,Q8VG62
ENSMUSG00000075081.7,A2AT78
ENSMUSG00000075102.3,L7MU53
ENSMUSG00000034041.6,P27792
ENSMUSG00000034042.17,Q6NZP2
ENSMUSG00000034055.17,P18826
ENSMUSG00000034059.15,Q65Z93
ENSMUSG00000034063.9,Q8CDN1
ENSMUSG00000034064.15,Q8BYB9
ENSMUSG00000034066.14,Q91VS8
ENSMUSG00000034071.16,B2RUI1
ENSMUSG00000034075.11,Q8VDZ4
ENSMUSG00000034083.17,"['A0A0U1RQA8', 'A0A0R4J0L8']"
ENSMUSG00000034088.16,Q8VDJ3
ENSMUSG00000029627.13,Q9Z1D9
ENSMUSG00000029629.18,Q9D4H9
ENSMUSG00000029630.16,O09158
ENSMUSG00000029632.8,Q62425
ENSMUSG00000029634.16,Q9DBU5
ENSMUSG00000029635.16,Q8R3L8
ENSMUSG00000029636.12,Q8VHI6
ENSMUSG00000029638.18,Q8K3I9
ENSMUSG00000029640.18,Q9D9M2
ENSMUSG00000029641.10,Q6IMB1
ENSMUSG00000029642.12,P97304
ENSMUSG00000020149.18,P62821
ENSMUSG00000020150.14,O35969
ENSMUSG00000020151.17,Q62132
ENSMUSG00000020152.8,P61161
ENSMUSG00000020153.15,Q9DC70
ENSMUSG00000020154.11,B2RU80
ENSMUSG00000020155.3,Q5SQK1
ENSMUSG00000020156.17,Q6DID5
ENSMUSG00000020160.19,Q60954
ENSMUSG00000020163.13,Q9CPX8
ENSMUSG00000020166.16,Q8C5L3
ENSMUSG00000020167.15,P15806
ENSMUSG00000051510.14,O54790
ENSMUSG00000051515.12,A0A140LHM6
ENSMUSG00000051517.15,Q66JY6
ENSMUSG00000051518.9,Q8C6B9
ENSMUSG00000051527.12,Q9ES63
ENSMUSG00000051537.11,
ENSMUSG00000051550.11,Q80VM4
ENSMUSG00000051557.16,A2ADA5
ENSMUSG00000051579.11,Q9CZY2
ENSMUSG00000051586.18,Q8CJ19
ENSMUSG00000051590.11,E9Q3S4
ENSMUSG00000074398.7,
ENSMUSG00000074403.3,P84228
ENSMUSG00000074405.9,Q3U3I9
ENSMUSG00000074406.6,Q8CJ78
ENSMUSG00000074412.5,
ENSMUSG00000074415.16,
ENSMUSG00000074417.10,E9Q1Z6
ENSMUSG00000074419.12,"['A0A087WSB3', 'D3Z674', 'D3YYZ3', 'F6PZL4', 'D3Z678']"
ENSMUSG00000074420.7,
ENSMUSG00000074433.5,F8VQJ0
ENSMUSG00000074452.14,Q3UW31
ENSMUSG00000042797.10,Q8BHH1
ENSMUSG00000042804.14,Q8K0Z9
ENSMUSG00000042807.16,Q6I6G8
ENSMUSG00000042808.11,A0A0R4J111
ENSMUSG00000042810.15,Q6NXZ1
ENSMUSG00000042812.6,Q61080
ENSMUSG00000042814.9,Q9CQ21
ENSMUSG00000042817.16,Q3UEW6
ENSMUSG00000042821.8,Q02085
ENSMUSG00000042826.14,P70378
ENSMUSG00000042828.13,Q1XH17
ENSMUSG00000074698.11,Q60737
ENSMUSG00000074715.4,Q9JIL2
ENSMUSG00000074733.15,"['O88244', 'A0A0U1RPR9', 'A0A0U1RNP3', 'A0A0U1RQ46', 'A0A0U1RPH0', 'Q8C118', 'A0A0U1RP12', 'Q8BL88']"
ENSMUSG00000074738.3,A2A9Q0
ENSMUSG00000074743.5,P15306
ENSMUSG00000074746.4,B9EJ80
ENSMUSG00000074748.4,Q3UD01
ENSMUSG00000074749.11,Q3UXL4
ENSMUSG00000074754.5,Q3V460
ENSMUSG00000074766.11,A2ATD1
ENSMUSG00000032340.9,P97798
ENSMUSG00000032342.14,"['G5E889', 'F6WQ99', 'D6RCK0']"
ENSMUSG00000032344.18,Q8C6L5
ENSMUSG00000032348.7,P24472
ENSMUSG00000032349.14,Q8BHI7
ENSMUSG00000032350.10,P97494
ENSMUSG00000032352.17,Q80VQ1
ENSMUSG00000032353.10,Q78IS1
ENSMUSG00000032355.17,Q5FW52
ENSMUSG00000032356.13,P27671
ENSMUSG00000032357.13,"['Q9WUR0', 'V9GXH5']"
ENSMUSG00000023800.16,Q6ZPF3
ENSMUSG00000023805.18,Q9D2G5
ENSMUSG00000023806.11,Q9DA80
ENSMUSG00000023809.11,Q9WUT3
ENSMUSG00000023826.17,Q9WVS6
ENSMUSG00000023827.9,Q8K4X7
ENSMUSG00000023828.4,Q9WTW5
ENSMUSG00000023829.10,O08966
ENSMUSG00000023830.15,Q07113
ENSMUSG00000023832.15,Q8CAY6
ENSMUSG00000023845.8,Q8C129
ENSMUSG00000029594.13,Q8R3C6
ENSMUSG00000029596.14,Q8R238
ENSMUSG00000029597.15,Q8VBT2
ENSMUSG00000029598.13,Q3TCN2
ENSMUSG00000029599.14,Q8K4L0
ENSMUSG00000029600.11,Q9D1H0
ENSMUSG00000029601.14,Q9D3V1
ENSMUSG00000029602.12,Q9Z268
ENSMUSG00000029603.16,Q61010
ENSMUSG00000029605.18,
ENSMUSG00000029607.15,Q9CQM6
ENSMUSG00000024978.12,Q61586
ENSMUSG00000024981.7,Q8JZR0
ENSMUSG00000024982.11,Q9CPV7
ENSMUSG00000024983.11,O89116
ENSMUSG00000024985.21,Q924A0
ENSMUSG00000024986.13,P43120
ENSMUSG00000024987.7,A0A0R4J061
ENSMUSG00000024989.16,Q8BT07
ENSMUSG00000024990.14,Q00724
ENSMUSG00000024991.9,P23116
ENSMUSG00000024992.14,Q91ZQ1
ENSMUSG00000003352.15,P54285
ENSMUSG00000003354.7,Q8VHI7
ENSMUSG00000003355.8,Q9D1M7
ENSMUSG00000003360.16,"['E0CXN3', 'D3Z0M9']"
ENSMUSG00000003363.16,O35405
ENSMUSG00000003378.10,Q61626
ENSMUSG00000003379.8,P11911
ENSMUSG00000003380.12,Q9Z0S9
ENSMUSG00000003382.19,Q8R4Z4
ENSMUSG00000003402.15,O08795
ENSMUSG00000003410.9,Q60900
ENSMUSG00000003411.11,Q9CZT8
ENSMUSG00000020052.10,Q02067
ENSMUSG00000020053.19,P05017
ENSMUSG00000020056.17,Q9CR27
ENSMUSG00000020057.3,Q9DC58
ENSMUSG00000020059.10,"['M0QW86', 'M0QWF4', 'A2RSE7']"
ENSMUSG00000020061.19,"['A0A571BEN1', 'D3YU50', 'Q6P6L5', 'F6RQD1', 'F7D574']"
ENSMUSG00000020062.8,Q8BYF6
ENSMUSG00000020063.17,Q923E4
ENSMUSG00000020064.10,Q6PAV2
ENSMUSG00000020067.9,Q5DTJ9
ENSMUSG00000020069.17,"['D3Z6Y3', 'D3YWT1', 'D3Z3N4']"
ENSMUSG00000020070.19,Q8R4C2
ENSMUSG00000018604.19,P70324
ENSMUSG00000018623.10,Q3UN27
ENSMUSG00000018648.16,Q9JLY7
ENSMUSG00000018651.15,Q8CHV6
ENSMUSG00000018654.19,"['Q5SWU0', 'Q5SWT9', 'A0A8Q0LUK4', 'Q5SWT6', 'A0A8Q0LUK7', 'Q5SWT7', 'Q5GGW5', 'Q8C9X3', 'G5E8H3', 'Q3UQ33']"
ENSMUSG00000018659.13,Q91XF0
ENSMUSG00000018661.18,Q9Z160
ENSMUSG00000018666.14,P83917
ENSMUSG00000018669.15,Q99LM2
ENSMUSG00000018672.16,Q9JHH9
ENSMUSG00000018677.10,Q9D8K8
ENSMUSG00000018678.14,"['Q8C5J0', 'Q8BNQ4']"
ENSMUSG00000032204.14,Q9JJJ3
ENSMUSG00000032207.11,P27656
ENSMUSG00000032212.11,Q8CH25
ENSMUSG00000032215.16,Q99L28
ENSMUSG00000032216.16,P46935
ENSMUSG00000032217.14,Q99ML9
ENSMUSG00000032218.8,P30276
ENSMUSG00000032220.11,E9Q634
ENSMUSG00000032221.15,Q61884
ENSMUSG00000032224.16,Q3UXZ6
ENSMUSG00000032228.17,Q61286
ENSMUSG00000035629.20,Q80U62
ENSMUSG00000035632.17,Q8K0V4
ENSMUSG00000035637.15,Q91Z53
ENSMUSG00000035640.19,Q66L44
ENSMUSG00000035642.17,Q8R0P4
ENSMUSG00000035649.18,B1AX39
ENSMUSG00000035666.15,Q8BMQ2
ENSMUSG00000035671.7,Q8C7B8
ENSMUSG00000035673.11,Q7TNB8
ENSMUSG00000035674.14,Q9CQ91
ENSMUSG00000035678.9,P41274
ENSMUSG00000052539.16,Q9EQJ9
ENSMUSG00000052544.10,Q9WUV2
ENSMUSG00000052557.12,Q8CA72
ENSMUSG00000052560.16,Q9DC53
ENSMUSG00000052562.16,"['Q96LX3', 'E9PVA5', 'Q3V3G0']"
ENSMUSG00000052563.14,
ENSMUSG00000052565.8,P43277
ENSMUSG00000052566.9,Q7TMK6
ENSMUSG00000052572.20,Q91XM9
ENSMUSG00000052581.14,Q80XG9
ENSMUSG00000052584.11,Q6TAW2
ENSMUSG00000031310.17,Q9JLM4
ENSMUSG00000031311.18,Q99K48
ENSMUSG00000031312.6,Q9R000
ENSMUSG00000031314.19,Q80UV9
ENSMUSG00000031320.10,P62702
ENSMUSG00000031326.3,Q07424
ENSMUSG00000031327.11,Q8CBW7
ENSMUSG00000031328.17,Q8BTM8
ENSMUSG00000031329.5,P70675
ENSMUSG00000031333.8,Q61102
ENSMUSG00000031337.17,Q9Z2C5
ENSMUSG00000035062.14,Q68FG0
ENSMUSG00000035064.18,O08796
ENSMUSG00000035067.10,E9Q6C8
ENSMUSG00000035069.4,Q9D8H7
ENSMUSG00000035078.7,Q9Z2D0
ENSMUSG00000035086.14,O88597
ENSMUSG00000035093.17,"['F6QQ13', 'A2AQE2']"
ENSMUSG00000035095.12,Q6P1G6
ENSMUSG00000035104.15,Q91WM6
ENSMUSG00000035105.6,A0A0R4J0H9
ENSMUSG00000035107.14,Q91ZV3
ENSMUSG00000027163.14,Q8K2Q0
ENSMUSG00000027164.9,P70196
